,batch_interrupt_received,best_valid_accuracy,bestsave_valid_accuracy,cbtest_CN_test_2500ex.txt_accuracy,epoch_interrupt_received,epoch_started,epochs_done,iterations_done,log,received_first_batch,resumed_from,test_CN.10k.txt_accuracy,time_initialization,time_read_data_this_batch,time_read_data_this_epoch,time_read_data_total,time_train_this_batch,time_train_this_epoch,time_train_total,train_accuracy,train_cost,training_finish_requested,training_started,valid_accuracy,valid_accuracy_best_so_far,valid_accuracy_best_so_far_patience_epochs,validation_CN.10k.txt_accuracy
0,False,0.285,0.285,0.2908,False,True,0.0,0.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,False,None,0.249655318698,49.7050659657,,,,,,,,,,True,0.285,True,2.0,0.269174503657
1,False,0.4045,0.4045,0.3572,False,True,0.0,1000.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,True,None,0.289214126631,,1.92654109001,,1.92654109001,849.363457441,,849.363457441,0.332088235294,3.49058485031,,True,0.4045,True,2.0,0.28881922675
2,False,0.5025,0.5025,0.4584,False,True,0.0,2000.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,True,None,0.347120585428,,1.94406986237,,3.87061095238,849.216198206,,1698.57965565,0.457941176471,2.84643721581,,True,0.5025,True,2.0,0.340961337513
3,False,0.5585,0.5585,0.514,False,True,0.0,3000.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,True,None,0.37872520946,,1.90279841423,,5.77340936661,850.815713406,,2549.39536905,0.535794117647,2.54418706894,,True,0.5585,True,2.0,0.371891327064
4,False,0.5785,0.5785,0.5312,False,False,1.0,3542.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,True,None,0.384346166083,,,6.82837462425,6.82837462425,,3014.11493635,3014.11493635,,,,True,0.5785,True,2.0,0.37460815047
5,False,0.5785,0.5785,0.5212,False,True,1.0,4000.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,True,None,0.373634531764,,1.95363974571,,7.72704911232,855.733640432,,3405.12900949,0.600744485294,2.21953678131,,True,0.571,,2.0,0.364681295716
6,False,0.5915,0.5915,0.5376,False,True,1.0,5000.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,True,None,0.379573655743,,1.92807936668,,9.655128479,848.445818901,,4253.57482839,0.642882352941,2.02732205391,,True,0.5915,True,2.0,0.371786833856
7,False,0.604,0.604,0.5464,False,True,1.0,6000.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,True,None,0.38487644501,,1.79712414742,,11.4522526264,837.291036844,,5090.86586523,0.648088235294,2.00604391098,,True,0.604,True,2.0,0.374294670846
8,False,0.615,0.615,0.562,False,True,1.0,7000.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,True,None,0.378513097889,,1.59375715256,,13.046009779,834.877622843,,5925.74348807,0.659264705882,1.96216285229,,True,0.615,True,2.0,0.370741901776
9,False,0.618,0.618,0.564,False,False,2.0,7084.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,True,None,0.381164492523,,,6.34328317642,13.1716578007,,2982.79412413,5996.90906048,,,,True,0.618,True,2.0,0.369278996865
10,False,0.618,0.618,0.5344,False,True,2.0,8000.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,True,None,0.364089511083,,1.63402152061,,14.6800312996,835.38927722,,6761.13276529,0.752446691176,1.52370893955,,True,0.5975,,2.0,0.363636363636
11,False,0.618,0.618,0.5408,False,True,2.0,9000.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,True,None,0.359847279669,,1.55866241455,,16.2386937141,835.565877199,,7596.69864249,0.7425,1.55394256115,,True,0.614,,2.0,0.353082549634
12,False,0.618,0.618,0.548,False,True,2.0,10000.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,True,None,0.365574292078,,1.65400385857,,17.8926975727,835.092444897,,8431.79108739,0.740382352941,1.56660568714,,True,0.616,,2.0,0.362591431557
13,False,0.6245,0.6245,0.5644,False,False,3.0,10626.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,True,None,0.372892141266,,,5.75782418251,18.9294819832,,2956.95195889,8953.86101937,,,,True,0.6245,True,2.0,0.366353187043
14,False,0.6245,0.6245,0.538,False,True,3.0,11000.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,True,None,0.357832219748,,1.63233232498,,19.5250298977,833.735001802,,9265.52608919,0.773661764706,1.40136599541,,True,0.6035,,2.0,0.343260188088
15,False,0.6245,0.6245,0.5484,False,True,3.0,12000.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,True,None,0.35231731891,,1.64108967781,,21.1661195755,833.218841314,,10098.7449305,0.834264705882,1.10989105701,,True,0.608,,2.0,0.342528735632
16,False,0.6245,0.6245,0.5356,False,True,3.0,13000.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,True,None,0.353802099905,,1.57474803925,,22.7408676147,834.711948633,,10933.4568791,0.815911764706,1.20107924938,,True,0.6045,,2.0,0.340856844305
17,False,0.6245,0.6245,0.5364,False,True,3.0,14000.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,True,None,0.3509385937,,1.62687253952,,24.3677401543,834.230491638,,11767.6873708,0.805323529412,1.25073897839,,True,0.6015,,2.0,0.344723092999
18,False,0.6245,0.6245,0.5336,False,False,4.0,14168.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,True,None,0.355711104041,,,5.69162940979,24.621111393,,2954.53353381,11908.3945532,,,,True,0.612,,1.0,0.349111807732
19,False,0.6245,0.6245,0.5192,False,True,4.0,15000.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,True,None,0.341393573019,,1.64309549332,,26.0108356476,835.831434011,,12603.5188048,0.879788602941,0.861969470978,,True,0.591,,1.0,0.333751306165
20,False,0.6245,0.6245,0.528,False,True,4.0,16000.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,True,None,0.340226959381,,1.65000391006,,27.6608395576,833.263889074,,13436.7826939,0.880058823529,0.862340927124,,True,0.5985,,1.0,0.331034482759
21,False,0.6245,0.6245,0.528,False,True,4.0,17000.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,True,None,0.338848234171,,1.58430147171,,29.2451410294,835.237294436,,14272.0199883,0.865558823529,0.934352636337,,True,0.5955,,1.0,0.334064785789
22,False,0.6245,0.6245,0.5256,False,False,5.0,17710.0,/watson/data/ml/results/cbt-random-search/104/104_-sed_318_-ehd_20_-b_34.out,True,None,0.342560186658,,,5.76172828674,30.3828396797,,2960.42273521,14868.8172884,,,True,True,0.594,,0.0,0.337095088819
0,False,0.297,0.297,0.2868,False,True,0.0,0.0,/watson/data/ml/results/cbt-random-search/92/92_-sed_273_-ehd_93_-b_42.out,False,None,0.250185597624,56.2980611324,,,,,,,,,,True,0.297,True,2.0,0.263218390805
1,False,0.4685,0.4685,0.446,False,True,0.0,1000.0,/watson/data/ml/results/cbt-random-search/92/92_-sed_273_-ehd_93_-b_42.out,True,None,0.3386361226,,1.05470705032,,1.05470705032,726.965213299,,726.965213299,0.378833333333,3.27896666527,,True,0.4685,True,2.0,0.339707419018
2,False,0.585,0.585,0.5544,False,True,0.0,2000.0,/watson/data/ml/results/cbt-random-search/92/92_-sed_273_-ehd_93_-b_42.out,True,None,0.39420935412,,1.02977776527,,2.0844848156,724.806807518,,1451.77202082,0.530761904762,2.55117940903,,True,0.585,True,2.0,0.389968652038
3,False,0.6105,0.6105,0.5884,False,False,1.0,2868.0,/watson/data/ml/results/cbt-random-search/92/92_-sed_273_-ehd_93_-b_42.out,True,None,0.40948138721,,,2.99156308174,2.99156308174,,2084.38832641,2084.38832641,,,,True,0.6105,True,2.0,0.399268547544
4,False,0.6105,0.6105,0.5752,False,True,1.0,3000.0,/watson/data/ml/results/cbt-random-search/92/92_-sed_273_-ehd_93_-b_42.out,True,None,0.393891186764,,1.0453915596,,3.1298763752,727.844221354,,2179.61624217,0.618511904762,2.18945789337,,True,0.5985,,2.0,0.379519331243
5,False,0.616,0.616,0.5968,False,True,1.0,4000.0,/watson/data/ml/results/cbt-random-search/92/92_-sed_273_-ehd_93_-b_42.out,True,None,0.392194294199,,1.0524725914,,4.1823489666,724.81791687,,2904.43415904,0.700928571429,1.76694095135,,True,0.616,True,2.0,0.389550679206
6,False,0.639,0.639,0.6136,False,True,1.0,5000.0,/watson/data/ml/results/cbt-random-search/92/92_-sed_273_-ehd_93_-b_42.out,True,None,0.400572701241,,1.04305195808,,5.22540092468,728.917995691,,3633.35215473,0.710214285714,1.73887634277,,True,0.639,True,2.0,0.39237199582
7,False,0.6585,0.6585,0.6148,False,False,2.0,5736.0,/watson/data/ml/results/cbt-random-search/92/92_-sed_273_-ehd_93_-b_42.out,True,None,0.414359953335,,,2.99885821342,5.99042129517,,2084.75467467,4169.14300108,,,,True,0.6585,True,2.0,0.403239289446
8,False,0.6585,0.6585,0.604,False,True,2.0,6000.0,/watson/data/ml/results/cbt-random-search/92/92_-sed_273_-ehd_93_-b_42.out,True,None,0.396542581398,,1.0472881794,,6.27268910408,728.945866346,,4362.29802108,0.753738095238,1.52670443058,,True,0.6445,,2.0,0.387251828631
9,False,0.6585,0.6585,0.5972,False,True,2.0,7000.0,/watson/data/ml/results/cbt-random-search/92/92_-sed_273_-ehd_93_-b_42.out,True,None,0.389224732209,,1.0310959816,,7.30378508568,724.11811614,,5086.41613722,0.841619047619,1.07020783424,,True,0.6465,,2.0,0.382863113898
10,False,0.6585,0.6585,0.6076,False,True,2.0,8000.0,/watson/data/ml/results/cbt-random-search/92/92_-sed_273_-ehd_93_-b_42.out,True,None,0.391345847916,,1.03282976151,,8.33661484718,726.54770565,,5812.96384287,0.830666666667,1.12600171566,,True,0.654,,2.0,0.37920585162
11,False,0.6585,0.6585,0.6156,False,False,3.0,8604.0,/watson/data/ml/results/cbt-random-search/92/92_-sed_273_-ehd_93_-b_42.out,True,None,0.402481705377,,,2.98746085167,8.97788214684,,2084.90519261,6254.04819369,,,,True,0.6535,,1.0,0.391222570533
12,False,0.6585,0.6585,0.5876,False,True,3.0,9000.0,/watson/data/ml/results/cbt-random-search/92/92_-sed_273_-ehd_93_-b_42.out,True,None,0.380740269382,,1.06772065163,,9.40433549881,730.337285519,,6543.30112839,0.868178571429,0.895327568054,,True,0.6335,,1.0,0.370010449321
13,False,0.6585,0.6585,0.586,False,True,3.0,10000.0,/watson/data/ml/results/cbt-random-search/92/92_-sed_273_-ehd_93_-b_42.out,True,None,0.380740269382,,1.0611448288,,10.4654803276,728.625827789,,7271.92695618,0.931452380952,0.533393859863,,True,0.637,,1.0,0.368861024033
14,False,0.6585,0.6585,0.5952,False,True,3.0,11000.0,/watson/data/ml/results/cbt-random-search/92/92_-sed_273_-ehd_93_-b_42.out,True,None,0.378831265246,,1.03691792488,,11.5023982525,725.115417004,,7997.04237318,0.916285714286,0.62704461813,,True,0.632,,1.0,0.364158829676
15,False,0.6585,0.6585,0.5896,False,False,4.0,11472.0,/watson/data/ml/results/cbt-random-search/92/92_-sed_273_-ehd_93_-b_42.out,True,None,0.375967759041,,,3.02043390274,11.9983160496,,2087.93294454,8341.98113823,,,True,True,0.6335,,0.0,0.366457680251
0,False,0.2865,0.2865,0.2852,False,True,0.0,0.0,/watson/data/ml/results/cbt-random-search/128/128_-sed_356_-ehd_37_-b_44.out,False,None,0.249337151342,55.427177906,,,,,,,,,,True,0.2865,True,2.0,0.273040752351
1,False,0.4545,0.4545,0.4432,False,True,0.0,1000.0,/watson/data/ml/results/cbt-random-search/128/128_-sed_356_-ehd_37_-b_44.out,True,None,0.34616608336,,1.11166262627,,1.11166262627,674.522960663,,674.522960663,0.377386363636,3.30236911774,,True,0.4545,True,2.0,0.339393939394
2,False,0.559,0.559,0.5248,False,True,0.0,2000.0,/watson/data/ml/results/cbt-random-search/128/128_-sed_356_-ehd_37_-b_44.out,True,None,0.371937639198,,1.10686993599,,2.21853256226,667.340895414,,1341.86385608,0.520318181818,2.58972215652,,True,0.559,True,2.0,0.358829676071
3,False,0.599,0.599,0.5596,False,False,1.0,2737.0,/watson/data/ml/results/cbt-random-search/128/128_-sed_356_-ehd_37_-b_44.out,True,None,0.392936684696,,,2.97907519341,2.97907519341,,1824.53850985,1824.53850985,,,,True,0.599,True,2.0,0.381400208986
4,False,0.599,0.599,0.5552,False,True,1.0,3000.0,/watson/data/ml/results/cbt-random-search/128/128_-sed_356_-ehd_37_-b_44.out,True,None,0.38328560823,,1.03650355339,,3.25503611565,654.76481986,,1996.62867594,0.609254329004,2.19567513466,,True,0.595,,2.0,0.363845350052
5,False,0.622,0.622,0.5592,False,True,1.0,4000.0,/watson/data/ml/results/cbt-random-search/128/128_-sed_356_-ehd_37_-b_44.out,True,None,0.38805811857,,1.03349328041,,4.28852939606,654.914078712,,2651.54275465,0.679159090909,1.85596871376,,True,0.622,True,2.0,0.37816091954
6,False,0.638,0.638,0.5868,False,True,1.0,5000.0,/watson/data/ml/results/cbt-random-search/128/128_-sed_356_-ehd_37_-b_44.out,True,None,0.388588397497,,1.04423666,,5.33276605606,657.676761389,,3309.21951604,0.691,1.81776356697,,True,0.638,True,2.0,0.378056426332
7,False,0.64,0.64,0.5944,False,False,2.0,5474.0,/watson/data/ml/results/cbt-random-search/128/128_-sed_356_-ehd_37_-b_44.out,True,None,0.397921306607,,,2.84807562828,5.82715082169,,1795.58777285,3620.12628269,,,,True,0.64,True,2.0,0.383699059561
8,False,0.64,0.64,0.5716,False,True,2.0,6000.0,/watson/data/ml/results/cbt-random-search/128/128_-sed_356_-ehd_37_-b_44.out,True,None,0.383497719801,,1.04347419739,,6.37624025345,655.305557013,,3964.52507305,0.763191558442,1.46639800072,,True,0.6235,,2.0,0.36499477534
9,False,0.64,0.64,0.584,False,True,2.0,7000.0,/watson/data/ml/results/cbt-random-search/128/128_-sed_356_-ehd_37_-b_44.out,True,None,0.376073814827,,1.04770803452,,7.42394828796,658.63715601,,4623.16222906,0.806136363636,1.24999296665,,True,0.624,,2.0,0.366144200627
10,False,0.64,0.64,0.584,False,True,2.0,8000.0,/watson/data/ml/results/cbt-random-search/128/128_-sed_356_-ehd_37_-b_44.out,True,None,0.389118676424,,1.08268976212,,8.50663805008,660.216357231,,5283.37858629,0.792931818182,1.29940867424,,True,0.633,,2.0,0.364367816092
11,False,0.64,0.64,0.5944,False,False,3.0,8211.0,/watson/data/ml/results/cbt-random-search/128/128_-sed_356_-ehd_37_-b_44.out,True,None,0.388164174356,,,2.90824365616,8.73539447784,,1803.1087985,5423.2350812,,,,True,0.6295,,1.0,0.368234064786
12,False,0.64,0.64,0.5692,False,True,3.0,9000.0,/watson/data/ml/results/cbt-random-search/128/128_-sed_356_-ehd_37_-b_44.out,True,None,0.366634849931,,1.08212399483,,9.58876204491,661.781811476,,5945.16039777,0.881624458874,0.827120363712,,True,0.6085,,1.0,0.343260188088
13,False,0.64,0.64,0.5744,False,True,3.0,10000.0,/watson/data/ml/results/cbt-random-search/128/128_-sed_356_-ehd_37_-b_44.out,True,None,0.369816523491,,1.03795981407,,10.626721859,654.978279591,,6600.13867736,0.890772727273,0.786121606827,,True,0.6125,,1.0,0.354231974922
14,False,0.64,0.64,0.5632,False,False,4.0,10948.0,/watson/data/ml/results/cbt-random-search/128/128_-sed_356_-ehd_37_-b_44.out,True,None,0.370240746633,,,2.91183590889,11.6472303867,,1801.35509586,7224.59017706,,,True,True,0.621,,0.0,0.349529780564
0,False,0.205,0.205,0.1892,False,True,0.0,0.0,/watson/data/ml/results/cbt-random-search/162/162_-sed_265_-ehd_463_-b_48.out,False,None,0.175522324743,55.3625319004,,,,,,,,,,True,0.205,True,2.0,0.182549634274
1,False,0.5115,0.5115,0.4628,False,True,0.0,1000.0,/watson/data/ml/results/cbt-random-search/162/162_-sed_265_-ehd_463_-b_48.out,True,None,0.356241382967,,1.23342347145,,1.23342347145,1393.86018562,,1393.86018562,0.388916666667,3.28164243698,,True,0.5115,True,2.0,0.35329153605
2,False,0.613,0.613,0.5784,False,True,0.0,2000.0,/watson/data/ml/results/cbt-random-search/162/162_-sed_265_-ehd_463_-b_48.out,True,None,0.414996288048,,1.23467302322,,2.46809649467,1396.33953619,,2790.19972181,0.563604166667,2.4328956604,,True,0.613,True,2.0,0.406792058516
3,False,0.6325,0.6325,0.5824,False,False,1.0,2509.0,/watson/data/ml/results/cbt-random-search/162/162_-sed_265_-ehd_463_-b_48.out,True,None,0.422950471948,,,3.10825514793,3.10825514793,,3506.79265022,3506.79265022,,,,True,0.6325,True,2.0,0.416091954023
4,False,0.6375,0.6375,0.5944,False,True,1.0,3000.0,/watson/data/ml/results/cbt-random-search/162/162_-sed_265_-ehd_463_-b_48.out,True,None,0.417965850037,,1.28636717796,,3.75446367264,1406.94583154,,4197.14555335,0.665473214286,1.95984327793,,True,0.6375,True,2.0,0.41118077325
5,False,0.655,0.655,0.6092,False,True,1.0,4000.0,/watson/data/ml/results/cbt-random-search/162/162_-sed_265_-ehd_463_-b_48.out,True,None,0.423480750875,,1.22134852409,,4.97581219673,1398.81297374,,5595.95852709,0.712770833333,1.7228705883,,True,0.655,True,2.0,0.416823406479
6,False,0.662,0.662,0.6284,False,True,1.0,5000.0,/watson/data/ml/results/cbt-random-search/162/162_-sed_265_-ehd_463_-b_48.out,True,None,0.421571746739,,1.19951319695,,6.17532539368,1394.42422485,,6990.38275194,0.7255625,1.67439877987,,True,0.662,True,2.0,0.418077324974
7,False,0.664,0.664,0.6292,False,False,2.0,5018.0,/watson/data/ml/results/cbt-random-search/162/162_-sed_265_-ehd_463_-b_48.out,True,None,0.421783858309,,,3.0851149559,6.19337010384,,3509.33960986,7016.13226008,,,,True,0.664,True,2.0,0.416196447231
8,False,0.664,0.664,0.6132,False,True,2.0,6000.0,/watson/data/ml/results/cbt-random-search/162/162_-sed_265_-ehd_463_-b_48.out,True,None,0.39876975289,,1.23409366608,,7.40941905975,1400.28625011,,8390.66900206,0.858636904762,0.971887767315,,True,0.659,,2.0,0.403970741902
9,False,0.664,0.664,0.564,False,True,2.0,7000.0,/watson/data/ml/results/cbt-random-search/162/162_-sed_265_-ehd_463_-b_48.out,True,None,0.391664015272,,1.20393657684,,8.6133556366,1396.17575002,,9786.84475207,0.793875,1.33780062199,,True,0.6235,,2.0,0.375862068966
10,False,0.664,0.664,0.5928,False,False,3.0,7527.0,/watson/data/ml/results/cbt-random-search/162/162_-sed_265_-ehd_463_-b_48.out,True,None,0.405875490508,,,3.06915211678,9.26252222061,,3506.73035479,10522.8626149,,,,True,0.6235,,1.0,0.395088819227
11,False,0.664,0.664,0.5732,False,True,3.0,8000.0,/watson/data/ml/results/cbt-random-search/162/162_-sed_265_-ehd_463_-b_48.out,True,None,0.390603457419,,1.26215791702,,9.87551355362,1397.20002127,,11184.0447733,0.807324404762,1.27437984943,,True,0.6325,,1.0,0.3710553814
12,False,0.664,0.664,0.5904,False,True,3.0,9000.0,/watson/data/ml/results/cbt-random-search/162/162_-sed_265_-ehd_463_-b_48.out,True,None,0.390603457419,,1.26934146881,,11.1448550224,1401.24194169,,12585.286715,0.866979166667,0.954815626144,,True,0.648,,1.0,0.380146290491
13,False,0.664,0.664,0.5964,False,True,3.0,10000.0,/watson/data/ml/results/cbt-random-search/162/162_-sed_265_-ehd_463_-b_48.out,True,None,0.393573019408,,1.23716187477,,12.3820168972,1396.67720962,,13981.9639246,0.855375,1.01635932922,,True,0.649,,1.0,0.378265412748
14,False,0.664,0.664,0.6032,False,False,4.0,10036.0,/watson/data/ml/results/cbt-random-search/162/162_-sed_265_-ehd_463_-b_48.out,True,None,0.400678757026,,,3.1595928669,12.4221150875,,3509.93239713,14032.795012,,,True,True,0.6475,,0.0,0.380668756531
0,False,0.281,0.281,0.2904,False,True,0.0,0.0,/watson/data/ml/results/cbt-random-search/111/111_-sed_280_-ehd_187_-b_102.out,False,None,0.25188249019,54.8073379993,,,,,,,,,,True,0.281,True,2.0,0.269070010449
1,False,0.584,0.584,0.5404,False,True,0.0,1000.0,/watson/data/ml/results/cbt-random-search/111/111_-sed_280_-ehd_187_-b_102.out,True,None,0.396118358256,,2.42704057693,,2.42704057693,1238.86239552,,1238.86239552,0.453176470588,2.91622161865,,True,0.584,True,2.0,0.38631138976
2,False,0.5995,0.5995,0.5644,False,False,1.0,1181.0,/watson/data/ml/results/cbt-random-search/111/111_-sed_280_-ehd_187_-b_102.out,True,None,0.405345211581,,,2.87584424019,2.87584424019,,1463.99937582,1463.99937582,,,,True,0.5995,True,2.0,0.393834900731
3,False,0.648,0.648,0.5976,False,True,1.0,2000.0,/watson/data/ml/results/cbt-random-search/111/111_-sed_280_-ehd_187_-b_102.out,True,None,0.415314455404,,2.41858172417,,4.8456223011,1237.2660675,,2476.12846303,0.669826203209,1.91620981693,,True,0.648,True,2.0,0.408359456635
4,False,0.648,0.648,0.6092,False,False,2.0,2362.0,/watson/data/ml/results/cbt-random-search/111/111_-sed_280_-ehd_187_-b_102.out,True,None,0.413299395482,,,2.85006761551,5.7259118557,,1460.50489616,2924.50427198,,,,True,0.642,,1.0,0.401880877743
5,False,0.6535,0.6535,0.5932,False,True,2.0,3000.0,/watson/data/ml/results/cbt-random-search/111/111_-sed_280_-ehd_187_-b_102.out,True,None,0.406193657864,,2.4282271862,,7.2738494873,1234.01314569,,3710.14160872,0.782885918004,1.36942100525,,True,0.6535,True,2.0,0.391013584117
6,False,0.6535,0.6535,0.6164,False,False,3.0,3543.0,/watson/data/ml/results/cbt-random-search/111/111_-sed_280_-ehd_187_-b_102.out,True,None,0.407254215717,,,2.85778331757,8.58369517326,,1458.45392656,4382.95819855,,,,True,0.6505,,1.0,0.390909090909
7,False,0.6535,0.6535,0.5952,False,True,3.0,4000.0,/watson/data/ml/results/cbt-random-search/111/111_-sed_280_-ehd_187_-b_102.out,True,None,0.386043058649,,2.40194368362,,9.67579317093,1234.62773299,,4944.76934171,0.867765597148,0.909226953983,,True,0.6495,,1.0,0.373145245559
8,False,0.6535,0.6535,0.5884,False,False,4.0,4724.0,/watson/data/ml/results/cbt-random-search/111/111_-sed_280_-ehd_187_-b_102.out,True,None,0.388906564853,,,2.88069319725,11.4643883705,,1460.42079878,5843.37899733,,,True,True,0.6335,,0.0,0.371368861024
0,False,0.283,0.283,0.2864,False,True,0.0,0.0,/watson/data/ml/results/cbt-random-search/139/139_-sed_330_-ehd_276_-b_34.out,False,None,0.255276275321,51.1527819633,,,,,,,,,,True,0.283,True,2.0,0.269278996865
1,False,0.5115,0.5115,0.4796,False,True,0.0,1000.0,/watson/data/ml/results/cbt-random-search/139/139_-sed_330_-ehd_276_-b_34.out,True,None,0.34457524658,,1.96067905426,,1.96067905426,1424.0629952,,1424.0629952,0.393794117647,3.2364692688,,True,0.5115,True,2.0,0.344409613375
2,False,0.603,0.603,0.5564,False,True,0.0,2000.0,/watson/data/ml/results/cbt-random-search/139/139_-sed_330_-ehd_276_-b_34.out,True,None,0.409163219854,,1.7156021595,,3.67628121376,1398.89398694,,2822.95698214,0.558058823529,2.4618499279,,True,0.603,True,2.0,0.397910135841
3,False,0.645,0.645,0.5888,False,True,0.0,3000.0,/watson/data/ml/results/cbt-random-search/139/139_-sed_330_-ehd_276_-b_34.out,True,None,0.420829356241,,1.6346013546,,5.31088256836,1396.72701621,,4219.68399835,0.615235294118,2.20946073532,,True,0.645,True,2.0,0.418599791014
4,False,0.6495,0.6495,0.6148,False,False,1.0,3542.0,/watson/data/ml/results/cbt-random-search/139/139_-sed_330_-ehd_276_-b_34.out,True,None,0.427616926503,,,6.2536315918,6.2536315918,,4981.59808207,4981.59808207,,,,True,0.6495,True,2.0,0.42434691745
5,False,0.654,0.654,0.6064,False,True,1.0,4000.0,/watson/data/ml/results/cbt-random-search/139/139_-sed_330_-ehd_276_-b_34.out,True,None,0.426450312865,,1.69752860069,,7.00841116905,1401.11688042,,5620.80087876,0.695863970588,1.81562125683,,True,0.654,True,2.0,0.42183908046
6,False,0.667,0.667,0.6196,False,True,1.0,5000.0,/watson/data/ml/results/cbt-random-search/139/139_-sed_330_-ehd_276_-b_34.out,True,None,0.419238519461,,1.72568011284,,8.73409128189,1400.76256871,,7021.56344748,0.746794117647,1.55797016621,,True,0.667,True,2.0,0.416300940439
7,False,0.69,0.69,0.634,False,True,1.0,6000.0,/watson/data/ml/results/cbt-random-search/139/139_-sed_330_-ehd_276_-b_34.out,True,None,0.422526248807,,1.68142414093,,10.4155154228,1400.92651439,,8422.48996186,0.748029411765,1.55964887142,,True,0.69,True,2.0,0.419540229885
8,False,0.69,0.69,0.6476,False,True,1.0,7000.0,/watson/data/ml/results/cbt-random-search/139/139_-sed_330_-ehd_276_-b_34.out,True,None,0.422314137236,,1.68427157402,,12.0997869968,1396.40525794,,9818.8952198,0.753705882353,1.53331971169,,True,0.688,,2.0,0.415256008359
9,False,0.69,0.69,0.6376,False,False,2.0,7084.0,/watson/data/ml/results/cbt-random-search/139/139_-sed_330_-ehd_276_-b_34.out,True,None,0.424223141372,,,5.98298025131,12.2366118431,,4956.17978573,9937.77786779,,,,True,0.683,,1.0,0.413793103448
10,False,0.69,0.69,0.6332,False,True,2.0,8000.0,/watson/data/ml/results/cbt-random-search/139/139_-sed_330_-ehd_276_-b_34.out,True,None,0.412875172341,,1.72626185417,,13.826048851,1405.85606074,,11224.7512805,0.892628676471,0.773944199085,,True,0.6765,,1.0,0.39947753396
11,False,0.69,0.69,0.6152,False,True,2.0,9000.0,/watson/data/ml/results/cbt-random-search/139/139_-sed_330_-ehd_276_-b_34.out,True,None,0.400042422314,,1.69006705284,,15.5161159039,1410.92597103,,12635.6772516,0.891117647059,0.793700575829,,True,0.6595,,1.0,0.393939393939
12,False,0.69,0.69,0.6216,False,True,2.0,10000.0,/watson/data/ml/results/cbt-random-search/139/139_-sed_330_-ehd_276_-b_34.out,True,None,0.40948138721,,1.64698648453,,17.1631023884,1405.24815679,,14040.9254084,0.878794117647,0.848694741726,,True,0.6755,,1.0,0.401880877743
13,False,0.69,0.69,0.6388,False,False,3.0,10626.0,/watson/data/ml/results/cbt-random-search/139/139_-sed_330_-ehd_276_-b_34.out,True,None,0.411284335561,,,5.95821261406,18.1948244572,,4979.24287534,14917.0207431,,,True,True,0.6595,,0.0,0.39947753396
0,False,0.273,0.273,0.2708,False,True,0.0,0.0,/watson/data/ml/results/cbt-random-search/199/199_-sed_385_-ehd_378_-b_87.out,False,None,0.236186233959,49.9696218967,,,,,,,,,,True,0.273,True,2.0,0.251201671891
1,False,0.5975,0.5975,0.5576,False,True,0.0,1000.0,/watson/data/ml/results/cbt-random-search/199/199_-sed_385_-ehd_378_-b_87.out,True,None,0.401209035953,,4.79589390755,,4.79589390755,2493.61389875,,2493.61389875,0.460712643678,2.90445947647,,True,0.5975,True,2.0,0.388714733542
2,False,0.628,0.628,0.582,False,False,1.0,1385.0,/watson/data/ml/results/cbt-random-search/199/199_-sed_385_-ehd_378_-b_87.out,True,None,0.41743557111,,,6.66150569916,6.66150569916,,3456.06303191,3456.06303191,,,,True,0.628,True,2.0,0.410240334378
