log_path,accuracy,valid.accuracy,init.test.accuracy,init.valid.accuracy,epoch
/watson/data/ml/results/cbt-dist/1899/1899_-ehd_384_-sed_128.out,0.6448,0.6775,0.2908,0.2875,3
/watson/data/ml/results/cbt-dist/12/12_-ehd_384_-sed_128.out,0.6288,0.668,0.2916,0.2885,2
/watson/data/ml/results/cbt-dist/1874/1874_-ehd_384_-sed_128.out,0.638,0.6715,0.2932,0.2865,3
/watson/data/ml/results/cbt-dist/49/49_-ehd_384_-sed_128.out,0.638,0.6795,0.2876,0.29,3
/watson/data/ml/results/cbt-dist/156/156_-ehd_384_-sed_128.out,0.6312,0.6775,0.288,0.289,2
/watson/data/ml/results/cbt-dist/165/165_-ehd_384_-sed_128.out,0.6212,0.672,0.2892,0.2895,2
/watson/data/ml/results/cbt-dist/1799/1799_-ehd_384_-sed_128.out,0.6436,0.676,0.2932,0.288,3
/watson/data/ml/results/cbt-dist/167/167_-ehd_384_-sed_128.out,0.6184,0.676,0.2912,0.2895,2
/watson/data/ml/results/cbt-dist/1865/1865_-ehd_384_-sed_128.out,0.6408,0.682,0.29,0.29,3
/watson/data/ml/results/cbt-dist/151/151_-ehd_384_-sed_128.out,0.6232,0.679,0.2916,0.288,2
/watson/data/ml/results/cbt-dist/1849/1849_-ehd_384_-sed_128.out,0.6424,0.6735,0.2912,0.288,3
/watson/data/ml/results/cbt-dist/2/2_-ehd_384_-sed_128.out,0.6496,0.683,0.2908,0.288,3
/watson/data/ml/results/cbt-dist/1836/1836_-ehd_384_-sed_128.out,0.6404,0.6805,0.29,0.289,2
/watson/data/ml/results/cbt-dist/1860/1860_-ehd_384_-sed_128.out,0.6388,0.678,0.2884,0.29,2
/watson/data/ml/results/cbt-dist/1762/1762_-ehd_384_-sed_128.out,0.6132,0.677,0.2904,0.2875,3
/watson/data/ml/results/cbt-dist/1994/1994_-ehd_384_-sed_128.out,0.6464,0.6705,0.2908,0.287,3
/watson/data/ml/results/cbt-dist/94/94_-ehd_384_-sed_128.out,0.6476,0.6755,0.2924,0.286,3
/watson/data/ml/results/cbt-dist/40/40_-ehd_384_-sed_128.out,0.628,0.6765,0.2916,0.288,3
/watson/data/ml/results/cbt-dist/16/16_-ehd_384_-sed_128.out,0.6164,0.6825,0.2904,0.2865,3
/watson/data/ml/results/cbt-dist/78/78_-ehd_384_-sed_128.out,0.6308,0.668,0.2904,0.2905,2
/watson/data/ml/results/cbt-dist/1888/1888_-ehd_384_-sed_128.out,0.626,0.676,0.2896,0.289,2
/watson/data/ml/results/cbt-dist/1999/1999_-ehd_384_-sed_128.out,0.5988,0.621,0.2904,0.286,1
/watson/data/ml/results/cbt-dist/1826/1826_-ehd_384_-sed_128.out,0.6264,0.692,0.2908,0.2895,2
/watson/data/ml/results/cbt-dist/133/133_-ehd_384_-sed_128.out,0.6388,0.68,0.2924,0.2875,3
/watson/data/ml/results/cbt-dist/119/119_-ehd_384_-sed_128.out,0.6432,0.672,0.2924,0.287,3
/watson/data/ml/results/cbt-dist/1820/1820_-ehd_384_-sed_128.out,0.6316,0.672,0.2876,0.2885,2
/watson/data/ml/results/cbt-dist/61/61_-ehd_384_-sed_128.out,0.6316,0.677,0.2896,0.2885,2
/watson/data/ml/results/cbt-dist/1824/1824_-ehd_384_-sed_128.out,0.6324,0.6705,0.2884,0.288,3
/watson/data/ml/results/cbt-dist/1964/1964_-ehd_384_-sed_128.out,0.6348,0.6795,0.29,0.2895,3
/watson/data/ml/results/cbt-dist/1990/1990_-ehd_384_-sed_128.out,0.6348,0.666,0.2892,0.289,3
/watson/data/ml/results/cbt-dist/1870/1870_-ehd_384_-sed_128.out,0.6252,0.6795,0.292,0.291,2
/watson/data/ml/results/cbt-dist/62/62_-ehd_384_-sed_128.out,0.6468,0.6705,0.2916,0.2885,3
/watson/data/ml/results/cbt-dist/127/127_-ehd_384_-sed_128.out,0.6332,0.674,0.2924,0.29,3
/watson/data/ml/results/cbt-dist/178/178_-ehd_384_-sed_128.out,0.634,0.6815,0.2904,0.288,3
/watson/data/ml/results/cbt-dist/1783/1783_-ehd_384_-sed_128.out,0.6296,0.6775,0.2924,0.2875,3
/watson/data/ml/results/cbt-dist/1855/1855_-ehd_384_-sed_128.out,0.6392,0.6775,0.292,0.288,3
/watson/data/ml/results/cbt-dist/6/6_-ehd_384_-sed_128.out,0.6276,0.6725,0.2924,0.2875,3
/watson/data/ml/results/cbt-dist/1904/1904_-ehd_384_-sed_128.out,0.6284,0.6775,0.2924,0.287,2
/watson/data/ml/results/cbt-dist/1975/1975_-ehd_384_-sed_128.out,0.6196,0.67,0.292,0.288,2
/watson/data/ml/results/cbt-dist/1773/1773_-ehd_384_-sed_128.out,0.6416,0.678,0.2884,0.289,2
/watson/data/ml/results/cbt-dist/11/11_-ehd_384_-sed_128.out,0.6308,0.6725,0.288,0.289,2
/watson/data/ml/results/cbt-dist/1993/1993_-ehd_384_-sed_128.out,0.6292,0.677,0.2904,0.287,3
/watson/data/ml/results/cbt-dist/1998/1998_-ehd_384_-sed_128.out,0.6452,0.678,0.2892,0.287,3
/watson/data/ml/results/cbt-dist/42/42_-ehd_384_-sed_128.out,0.6168,0.675,0.292,0.2885,2
/watson/data/ml/results/cbt-dist/172/172_-ehd_384_-sed_128.out,0.6352,0.684,0.2916,0.288,2
/watson/data/ml/results/cbt-dist/1881/1881_-ehd_384_-sed_128.out,0.6228,0.6785,0.2888,0.288,1
/watson/data/ml/results/cbt-dist/114/114_-ehd_384_-sed_128.out,0.634,0.6815,0.2896,0.2875,3
/watson/data/ml/results/cbt-dist/5/5_-ehd_384_-sed_128.out,0.6436,0.67,0.2908,0.2895,3
/watson/data/ml/results/cbt-dist/1806/1806_-ehd_384_-sed_128.out,0.6196,0.674,0.2904,0.2895,2
/watson/data/ml/results/cbt-dist/1784/1784_-ehd_384_-sed_128.out,0.6324,0.679,0.2896,0.2895,3
/watson/data/ml/results/cbt-dist/1887/1887_-ehd_384_-sed_128.out,0.6304,0.6825,0.2912,0.2895,2
/watson/data/ml/results/cbt-dist/41/41_-ehd_384_-sed_128.out,0.6256,0.6715,0.292,0.289,2
/watson/data/ml/results/cbt-dist/1832/1832_-ehd_384_-sed_128.out,0.6204,0.671,0.2928,0.288,2
/watson/data/ml/results/cbt-dist/1868/1868_-ehd_384_-sed_128.out,0.642,0.6805,0.2892,0.288,3
/watson/data/ml/results/cbt-dist/140/140_-ehd_384_-sed_128.out,0.63,0.6755,0.2916,0.2895,2
/watson/data/ml/results/cbt-dist/46/46_-ehd_384_-sed_128.out,0.628,0.6745,0.2904,0.2865,2
/watson/data/ml/results/cbt-dist/1792/1792_-ehd_384_-sed_128.out,0.6272,0.675,0.2896,0.2905,3
/watson/data/ml/results/cbt-dist/81/81_-ehd_384_-sed_128.out,0.6308,0.6805,0.2896,0.2875,2
/watson/data/ml/results/cbt-dist/99/99_-ehd_384_-sed_128.out,0.6376,0.6865,0.2888,0.2895,3
/watson/data/ml/results/cbt-dist/105/105_-ehd_384_-sed_128.out,0.6276,0.6795,0.2872,0.2895,3
/watson/data/ml/results/cbt-dist/98/98_-ehd_384_-sed_128.out,0.6216,0.6725,0.2904,0.2885,2
/watson/data/ml/results/cbt-dist/1778/1778_-ehd_384_-sed_128.out,0.64,0.6815,0.29,0.2885,3
/watson/data/ml/results/cbt-dist/33/33_-ehd_384_-sed_128.out,0.6316,0.686,0.2944,0.288,3
/watson/data/ml/results/cbt-dist/155/155_-ehd_384_-sed_128.out,0.6452,0.688,0.2912,0.2895,3
/watson/data/ml/results/cbt-dist/1969/1969_-ehd_384_-sed_128.out,0.6332,0.677,0.2888,0.2895,3
/watson/data/ml/results/cbt-dist/36/36_-ehd_384_-sed_128.out,0.6456,0.685,0.292,0.29,3
/watson/data/ml/results/cbt-dist/59/59_-ehd_384_-sed_128.out,0.644,0.677,0.2888,0.2855,3
/watson/data/ml/results/cbt-dist/1814/1814_-ehd_384_-sed_128.out,0.6284,0.6745,0.2908,0.2865,2
/watson/data/ml/results/cbt-dist/79/79_-ehd_384_-sed_128.out,0.63,0.668,0.2932,0.2885,3
/watson/data/ml/results/cbt-dist/96/96_-ehd_384_-sed_128.out,0.638,0.6815,0.2924,0.2875,2
/watson/data/ml/results/cbt-dist/1858/1858_-ehd_384_-sed_128.out,0.6344,0.667,0.2916,0.288,2
/watson/data/ml/results/cbt-dist/63/63_-ehd_384_-sed_128.out,0.6224,0.677,0.2896,0.288,2
/watson/data/ml/results/cbt-dist/1847/1847_-ehd_384_-sed_128.out,0.6288,0.6785,0.2908,0.288,3
/watson/data/ml/results/cbt-dist/120/120_-ehd_384_-sed_128.out,0.6236,0.6725,0.2904,0.289,2
/watson/data/ml/results/cbt-dist/1972/1972_-ehd_384_-sed_128.out,0.6384,0.6685,0.2892,0.289,3
/watson/data/ml/results/cbt-dist/1787/1787_-ehd_384_-sed_128.out,0.6192,0.6715,0.2896,0.287,3
/watson/data/ml/results/cbt-dist/7/7_-ehd_384_-sed_128.out,0.628,0.6775,0.29,0.29,3
/watson/data/ml/results/cbt-dist/37/37_-ehd_384_-sed_128.out,0.6384,0.674,0.2908,0.287,3
/watson/data/ml/results/cbt-dist/1521/1521_-ehd_384_-sed_128.out,0.632,0.6595,0.288,0.2895,3
/watson/data/ml/results/cbt-dist/129/129_-ehd_384_-sed_128.out,0.634,0.685,0.2924,0.288,3
/watson/data/ml/results/cbt-dist/1966/1966_-ehd_384_-sed_128.out,0.6228,0.6715,0.2904,0.288,2
/watson/data/ml/results/cbt-dist/1853/1853_-ehd_384_-sed_128.out,0.6356,0.6815,0.2888,0.289,3
/watson/data/ml/results/cbt-dist/160/160_-ehd_384_-sed_128.out,0.6288,0.6765,0.2896,0.29,2
/watson/data/ml/results/cbt-dist/1768/1768_-ehd_384_-sed_128.out,0.6392,0.6795,0.2884,0.2895,3
/watson/data/ml/results/cbt-dist/1809/1809_-ehd_384_-sed_128.out,0.6284,0.673,0.292,0.2865,2
/watson/data/ml/results/cbt-dist/185/185_-ehd_384_-sed_128.out,0.6456,0.6795,0.2896,0.288,3
/watson/data/ml/results/cbt-dist/1967/1967_-ehd_384_-sed_128.out,0.6116,0.6695,0.29,0.2895,3
/watson/data/ml/results/cbt-dist/147/147_-ehd_384_-sed_128.out,0.6336,0.6835,0.292,0.2875,2
/watson/data/ml/results/cbt-dist/1900/1900_-ehd_384_-sed_128.out,0.6344,0.6785,0.29,0.288,3
/watson/data/ml/results/cbt-dist/1983/1983_-ehd_384_-sed_128.out,0.63,0.671,0.2892,0.288,3
/watson/data/ml/results/cbt-dist/103/103_-ehd_384_-sed_128.out,0.6408,0.681,0.292,0.29,3
/watson/data/ml/results/cbt-dist/1759/1759_-ehd_384_-sed_128.out,0.6384,0.678,0.2896,0.2905,3
/watson/data/ml/results/cbt-dist/71/71_-ehd_384_-sed_128.out,0.6216,0.675,0.2888,0.2885,2
/watson/data/ml/results/cbt-dist/1991/1991_-ehd_384_-sed_128.out,0.6368,0.677,0.2908,0.2855,3
/watson/data/ml/results/cbt-dist/164/164_-ehd_384_-sed_128.out,0.6412,0.673,0.29,0.2905,3
/watson/data/ml/results/cbt-dist/72/72_-ehd_384_-sed_128.out,0.6208,0.6785,0.2908,0.288,2
/watson/data/ml/results/cbt-dist/100/100_-ehd_384_-sed_128.out,0.6332,0.667,0.2892,0.291,3
/watson/data/ml/results/cbt-dist/60/60_-ehd_384_-sed_128.out,0.626,0.6755,0.2904,0.2885,2
/watson/data/ml/results/cbt-dist/108/108_-ehd_384_-sed_128.out,0.6216,0.68,0.2936,0.2885,2
/watson/data/ml/results/cbt-dist/68/68_-ehd_384_-sed_128.out,0.6452,0.6915,0.2904,0.2895,3
/watson/data/ml/results/cbt-dist/107/107_-ehd_384_-sed_128.out,0.6352,0.678,0.2888,0.289,3
/watson/data/ml/results/cbt-dist/175/175_-ehd_384_-sed_128.out,0.6192,0.673,0.2884,0.287,2
/watson/data/ml/results/cbt-dist/1891/1891_-ehd_384_-sed_128.out,0.6204,0.673,0.2892,0.289,3
/watson/data/ml/results/cbt-dist/8/8_-ehd_384_-sed_128.out,0.616,0.6855,0.288,0.288,3
/watson/data/ml/results/cbt-dist/1878/1878_-ehd_384_-sed_128.out,0.632,0.6795,0.29,0.2885,2
/watson/data/ml/results/cbt-dist/1830/1830_-ehd_384_-sed_128.out,0.6328,0.6895,0.2932,0.2885,3
/watson/data/ml/results/cbt-dist/1974/1974_-ehd_384_-sed_128.out,0.6264,0.68,0.2924,0.286,3
/watson/data/ml/results/cbt-dist/1997/1997_-ehd_384_-sed_128.out,0.6456,0.6765,0.2948,0.289,3
/watson/data/ml/results/cbt-dist/123/123_-ehd_384_-sed_128.out,0.6268,0.685,0.2916,0.2885,2
/watson/data/ml/results/cbt-dist/1879/1879_-ehd_384_-sed_128.out,0.63,0.677,0.2924,0.2865,2
/watson/data/ml/results/cbt-dist/26/26_-ehd_384_-sed_128.out,0.634,0.6745,0.2884,0.2895,3
/watson/data/ml/results/cbt-dist/1793/1793_-ehd_384_-sed_128.out,0.6404,0.6785,0.2932,0.289,3
/watson/data/ml/results/cbt-dist/1795/1795_-ehd_384_-sed_128.out,0.6344,0.679,0.292,0.287,2
/watson/data/ml/results/cbt-dist/106/106_-ehd_384_-sed_128.out,0.6412,0.6785,0.29,0.2895,2
/watson/data/ml/results/cbt-dist/1971/1971_-ehd_384_-sed_128.out,0.6336,0.6785,0.2932,0.288,2
/watson/data/ml/results/cbt-dist/76/76_-ehd_384_-sed_128.out,0.6284,0.682,0.2904,0.287,3
/watson/data/ml/results/cbt-dist/66/66_-ehd_384_-sed_128.out,0.6296,0.68,0.2884,0.288,3
/watson/data/ml/results/cbt-dist/166/166_-ehd_384_-sed_128.out,0.6308,0.6725,0.2912,0.289,2
/watson/data/ml/results/cbt-dist/1764/1764_-ehd_384_-sed_128.out,0.6268,0.671,0.2916,0.2875,2
/watson/data/ml/results/cbt-dist/1988/1988_-ehd_384_-sed_128.out,0.63,0.681,0.2904,0.289,2
/watson/data/ml/results/cbt-dist/1807/1807_-ehd_384_-sed_128.out,0.6352,0.6775,0.2908,0.2885,2
/watson/data/ml/results/cbt-dist/58/58_-ehd_384_-sed_128.out,0.6404,0.683,0.2884,0.287,3
/watson/data/ml/results/cbt-dist/1848/1848_-ehd_384_-sed_128.out,0.6368,0.672,0.2904,0.289,2
/watson/data/ml/results/cbt-dist/1818/1818_-ehd_384_-sed_128.out,0.6296,0.673,0.2924,0.291,2
/watson/data/ml/results/cbt-dist/168/168_-ehd_384_-sed_128.out,0.6412,0.676,0.2892,0.2875,3
/watson/data/ml/results/cbt-dist/179/179_-ehd_384_-sed_128.out,0.634,0.682,0.2908,0.2875,2
/watson/data/ml/results/cbt-dist/176/176_-ehd_384_-sed_128.out,0.636,0.677,0.2916,0.2895,2
/watson/data/ml/results/cbt-dist/1871/1871_-ehd_384_-sed_128.out,0.6316,0.6865,0.2912,0.289,3
/watson/data/ml/results/cbt-dist/56/56_-ehd_384_-sed_128.out,0.6292,0.679,0.2908,0.2905,2
/watson/data/ml/results/cbt-dist/143/143_-ehd_384_-sed_128.out,0.6316,0.668,0.2952,0.287,2
/watson/data/ml/results/cbt-dist/173/173_-ehd_384_-sed_128.out,0.6524,0.677,0.29,0.2885,3
/watson/data/ml/results/cbt-dist/13/13_-ehd_384_-sed_128.out,0.6348,0.671,0.2912,0.288,3
/watson/data/ml/results/cbt-dist/163/163_-ehd_384_-sed_128.out,0.6276,0.6795,0.2892,0.288,2
/watson/data/ml/results/cbt-dist/1831/1831_-ehd_384_-sed_128.out,0.6256,0.671,0.2892,0.2865,2
/watson/data/ml/results/cbt-dist/1801/1801_-ehd_384_-sed_128.out,0.6316,0.677,0.2916,0.287,3
/watson/data/ml/results/cbt-dist/1987/1987_-ehd_384_-sed_128.out,0.638,0.681,0.292,0.289,3
/watson/data/ml/results/cbt-dist/1833/1833_-ehd_384_-sed_128.out,0.6068,0.6765,0.2932,0.288,3
/watson/data/ml/results/cbt-dist/95/95_-ehd_384_-sed_128.out,0.6104,0.6755,0.2888,0.289,2
/watson/data/ml/results/cbt-dist/86/86_-ehd_384_-sed_128.out,0.6408,0.676,0.29,0.2885,3
/watson/data/ml/results/cbt-dist/1827/1827_-ehd_384_-sed_128.out,0.6376,0.6745,0.2932,0.288,3
/watson/data/ml/results/cbt-dist/55/55_-ehd_384_-sed_128.out,0.6296,0.679,0.2916,0.288,3
/watson/data/ml/results/cbt-dist/1889/1889_-ehd_384_-sed_128.out,0.6492,0.673,0.2916,0.288,3
/watson/data/ml/results/cbt-dist/144/144_-ehd_384_-sed_128.out,0.6384,0.6895,0.2908,0.2875,3
/watson/data/ml/results/cbt-dist/65/65_-ehd_384_-sed_128.out,0.6464,0.6755,0.29,0.288,3
/watson/data/ml/results/cbt-dist/1992/1992_-ehd_384_-sed_128.out,0.6176,0.691,0.2884,0.29,4
/watson/data/ml/results/cbt-dist/101/101_-ehd_384_-sed_128.out,0.6368,0.676,0.2936,0.29,3
/watson/data/ml/results/cbt-dist/1968/1968_-ehd_384_-sed_128.out,0.6356,0.6785,0.29,0.288,3
/watson/data/ml/results/cbt-dist/34/34_-ehd_384_-sed_128.out,0.6348,0.6825,0.2892,0.2865,2
/watson/data/ml/results/cbt-dist/1802/1802_-ehd_384_-sed_128.out,0.6428,0.6735,0.2912,0.288,3
/watson/data/ml/results/cbt-dist/30/30_-ehd_384_-sed_128.out,0.6244,0.6755,0.29,0.2885,2
/watson/data/ml/results/cbt-dist/20/20_-ehd_384_-sed_128.out,0.6408,0.686,0.2876,0.287,3
/watson/data/ml/results/cbt-dist/1839/1839_-ehd_384_-sed_128.out,0.6336,0.6815,0.2888,0.2885,3
/watson/data/ml/results/cbt-dist/1772/1772_-ehd_384_-sed_128.out,0.624,0.683,0.2896,0.2885,2
/watson/data/ml/results/cbt-dist/1989/1989_-ehd_384_-sed_128.out,0.6104,0.6775,0.2908,0.2905,3
/watson/data/ml/results/cbt-dist/1804/1804_-ehd_384_-sed_128.out,0.6284,0.6855,0.2884,0.2895,2
/watson/data/ml/results/cbt-dist/1834/1834_-ehd_384_-sed_128.out,0.644,0.681,0.2904,0.288,3
/watson/data/ml/results/cbt-dist/1816/1816_-ehd_384_-sed_128.out,0.63,0.674,0.288,0.29,2
/watson/data/ml/results/cbt-dist/1963/1963_-ehd_384_-sed_128.out,0.6292,0.674,0.2904,0.2895,2
/watson/data/ml/results/cbt-dist/1837/1837_-ehd_384_-sed_128.out,0.6304,0.6865,0.2936,0.2875,2
/watson/data/ml/results/cbt-dist/125/125_-ehd_384_-sed_128.out,0.6216,0.675,0.2892,0.2875,2
/watson/data/ml/results/cbt-dist/1811/1811_-ehd_384_-sed_128.out,0.6148,0.683,0.2912,0.2855,3
/watson/data/ml/results/cbt-dist/50/50_-ehd_384_-sed_128.out,0.6252,0.6735,0.2904,0.2895,3
/watson/data/ml/results/cbt-dist/1866/1866_-ehd_384_-sed_128.out,0.6164,0.672,0.2896,0.292,2
/watson/data/ml/results/cbt-dist/1777/1777_-ehd_384_-sed_128.out,0.6292,0.6805,0.2904,0.2875,2
/watson/data/ml/results/cbt-dist/14/14_-ehd_384_-sed_128.out,0.6348,0.675,0.29,0.2895,3
/watson/data/ml/results/cbt-dist/1786/1786_-ehd_384_-sed_128.out,0.6252,0.676,0.2928,0.2885,3
/watson/data/ml/results/cbt-dist/1882/1882_-ehd_384_-sed_128.out,0.6388,0.6715,0.292,0.288,3
/watson/data/ml/results/cbt-dist/1790/1790_-ehd_384_-sed_128.out,0.6308,0.6745,0.2908,0.29,2
/watson/data/ml/results/cbt-dist/1884/1884_-ehd_384_-sed_128.out,0.6392,0.688,0.2876,0.286,3
/watson/data/ml/results/cbt-dist/1873/1873_-ehd_384_-sed_128.out,0.6276,0.6755,0.2884,0.2865,2
/watson/data/ml/results/cbt-dist/74/74_-ehd_384_-sed_128.out,0.6328,0.672,0.2896,0.2885,3
/watson/data/ml/results/cbt-dist/1876/1876_-ehd_384_-sed_128.out,0.6308,0.673,0.2916,0.29,3
/watson/data/ml/results/cbt-dist/75/75_-ehd_384_-sed_128.out,0.6168,0.684,0.2872,0.2885,3
/watson/data/ml/results/cbt-dist/1812/1812_-ehd_384_-sed_128.out,0.6356,0.678,0.29,0.2865,2
/watson/data/ml/results/cbt-dist/77/77_-ehd_384_-sed_128.out,0.6132,0.667,0.2904,0.289,3
/watson/data/ml/results/cbt-dist/154/154_-ehd_384_-sed_128.out,0.6464,0.6765,0.2892,0.288,3
/watson/data/ml/results/cbt-dist/177/177_-ehd_384_-sed_128.out,0.6288,0.6845,0.2876,0.289,2
/watson/data/ml/results/cbt-dist/39/39_-ehd_384_-sed_128.out,0.6488,0.681,0.2908,0.2885,3
/watson/data/ml/results/cbt-dist/1861/1861_-ehd_384_-sed_128.out,0.6412,0.675,0.2916,0.2895,2
/watson/data/ml/results/cbt-dist/4/4_-ehd_384_-sed_128.out,0.6292,0.676,0.292,0.2895,2
/watson/data/ml/results/cbt-dist/1906/1906_-ehd_384_-sed_128.out,0.6528,0.672,0.29,0.2865,3
/watson/data/ml/results/cbt-dist/1970/1970_-ehd_384_-sed_128.out,0.622,0.6785,0.2908,0.288,2
/watson/data/ml/results/cbt-dist/1822/1822_-ehd_384_-sed_128.out,0.6328,0.671,0.2896,0.2885,2
/watson/data/ml/results/cbt-dist/1985/1985_-ehd_384_-sed_128.out,0.6416,0.671,0.2932,0.29,3
/watson/data/ml/results/cbt-dist/1857/1857_-ehd_384_-sed_128.out,0.6516,0.6755,0.292,0.288,3
/watson/data/ml/results/cbt-dist/53/53_-ehd_384_-sed_128.out,0.6324,0.679,0.2896,0.2895,3
/watson/data/ml/results/cbt-dist/131/131_-ehd_384_-sed_128.out,0.6432,0.67,0.2904,0.288,3
/watson/data/ml/results/cbt-dist/31/31_-ehd_384_-sed_128.out,0.6216,0.6715,0.2924,0.289,2
/watson/data/ml/results/cbt-dist/73/73_-ehd_384_-sed_128.out,0.6392,0.672,0.2872,0.2905,3
/watson/data/ml/results/cbt-dist/1776/1776_-ehd_384_-sed_128.out,0.6272,0.676,0.29,0.288,3
/watson/data/ml/results/cbt-dist/184/184_-ehd_384_-sed_128.out,0.6228,0.681,0.2904,0.2865,2
/watson/data/ml/results/cbt-dist/1780/1780_-ehd_384_-sed_128.out,0.6412,0.6755,0.2872,0.2875,3
/watson/data/ml/results/cbt-dist/1761/1761_-ehd_384_-sed_128.out,0.632,0.667,0.2912,0.2895,2
/watson/data/ml/results/cbt-dist/1782/1782_-ehd_384_-sed_128.out,0.6352,0.6775,0.2908,0.288,3
/watson/data/ml/results/cbt-dist/137/137_-ehd_384_-sed_128.out,0.6452,0.679,0.2912,0.2865,3
/watson/data/ml/results/cbt-dist/1976/1976_-ehd_384_-sed_128.out,0.6312,0.6855,0.2892,0.288,2
/watson/data/ml/results/cbt-dist/1791/1791_-ehd_384_-sed_128.out,0.6184,0.6675,0.292,0.288,2
/watson/data/ml/results/cbt-dist/1896/1896_-ehd_384_-sed_128.out,0.642,0.6795,0.2892,0.2865,3
/watson/data/ml/results/cbt-dist/158/158_-ehd_384_-sed_128.out,0.624,0.67,0.2912,0.2885,2
/watson/data/ml/results/cbt-dist/1864/1864_-ehd_384_-sed_128.out,0.6184,0.6785,0.2896,0.2885,3
/watson/data/ml/results/cbt-dist/1979/1979_-ehd_384_-sed_128.out,0.288,0.288,0.288,0.288,0
/watson/data/ml/results/cbt-dist/1785/1785_-ehd_384_-sed_128.out,0.6236,0.677,0.2916,0.2885,2
/watson/data/ml/results/cbt-dist/117/117_-ehd_384_-sed_128.out,0.6412,0.6825,0.2904,0.289,3
/watson/data/ml/results/cbt-dist/69/69_-ehd_384_-sed_128.out,0.6484,0.672,0.29,0.2905,3
/watson/data/ml/results/cbt-dist/1893/1893_-ehd_384_-sed_128.out,0.6196,0.6805,0.2908,0.288,2
/watson/data/ml/results/cbt-dist/27/27_-ehd_384_-sed_128.out,0.6184,0.689,0.294,0.288,3
/watson/data/ml/results/cbt-dist/1808/1808_-ehd_384_-sed_128.out,0.6332,0.6855,0.29,0.2905,2
/watson/data/ml/results/cbt-dist/150/150_-ehd_384_-sed_128.out,0.6192,0.6715,0.2924,0.29,2
/watson/data/ml/results/cbt-dist/1810/1810_-ehd_384_-sed_128.out,0.622,0.6705,0.2896,0.288,3
/watson/data/ml/results/cbt-dist/1980/1980_-ehd_384_-sed_128.out,0.6476,0.68,0.2916,0.2905,3
/watson/data/ml/results/cbt-dist/1895/1895_-ehd_384_-sed_128.out,0.6216,0.6865,0.29,0.2895,3
/watson/data/ml/results/cbt-dist/169/169_-ehd_384_-sed_128.out,0.6308,0.679,0.2864,0.29,2
/watson/data/ml/results/cbt-dist/126/126_-ehd_384_-sed_128.out,0.6288,0.679,0.2908,0.288,2
/watson/data/ml/results/cbt-dist/181/181_-ehd_384_-sed_128.out,0.63,0.669,0.2896,0.2875,2
/watson/data/ml/results/cbt-dist/57/57_-ehd_384_-sed_128.out,0.6148,0.673,0.2908,0.289,3
/watson/data/ml/results/cbt-dist/1819/1819_-ehd_384_-sed_128.out,0.6416,0.677,0.29,0.288,3
/watson/data/ml/results/cbt-dist/149/149_-ehd_384_-sed_128.out,0.638,0.68,0.2916,0.2885,3
/watson/data/ml/results/cbt-dist/1892/1892_-ehd_384_-sed_128.out,0.6348,0.6705,0.2932,0.2865,2
/watson/data/ml/results/cbt-dist/1905/1905_-ehd_384_-sed_128.out,0.6184,0.678,0.292,0.2885,2
/watson/data/ml/results/cbt-dist/1856/1856_-ehd_384_-sed_128.out,0.6424,0.674,0.292,0.289,3
/watson/data/ml/results/cbt-dist/1779/1779_-ehd_384_-sed_128.out,0.6372,0.671,0.2884,0.2895,3
/watson/data/ml/results/cbt-dist/1760/1760_-ehd_384_-sed_128.out,0.6316,0.673,0.2892,0.289,3
/watson/data/ml/results/cbt-dist/54/54_-ehd_384_-sed_128.out,0.6172,0.6825,0.2892,0.288,3
/watson/data/ml/results/cbt-dist/132/132_-ehd_384_-sed_128.out,0.6244,0.669,0.2928,0.287,3
/watson/data/ml/results/cbt-dist/142/142_-ehd_384_-sed_128.out,0.6352,0.6675,0.2876,0.2895,2
/watson/data/ml/results/cbt-dist/152/152_-ehd_384_-sed_128.out,0.6368,0.675,0.2908,0.2895,2
/watson/data/ml/results/cbt-dist/3/3_-ehd_384_-sed_128.out,0.6172,0.663,0.2912,0.2885,2
/watson/data/ml/results/cbt-dist/1766/1766_-ehd_384_-sed_128.out,0.6296,0.677,0.2936,0.2885,2
/watson/data/ml/results/cbt-dist/91/91_-ehd_384_-sed_128.out,0.6416,0.6855,0.29,0.2885,3
/watson/data/ml/results/cbt-dist/1978/1978_-ehd_384_-sed_128.out,0.6304,0.677,0.2916,0.291,3
/watson/data/ml/results/cbt-dist/1775/1775_-ehd_384_-sed_128.out,0.6384,0.671,0.2904,0.285,3
/watson/data/ml/results/cbt-dist/1903/1903_-ehd_384_-sed_128.out,0.638,0.673,0.2904,0.2885,3
/watson/data/ml/results/cbt-dist/118/118_-ehd_384_-sed_128.out,0.646,0.682,0.2892,0.289,3
/watson/data/ml/results/cbt-dist/1841/1841_-ehd_384_-sed_128.out,0.6084,0.676,0.292,0.2855,3
/watson/data/ml/results/cbt-dist/1813/1813_-ehd_384_-sed_128.out,0.6392,0.685,0.2912,0.288,3
/watson/data/ml/results/cbt-dist/1872/1872_-ehd_384_-sed_128.out,0.634,0.685,0.2908,0.289,3
/watson/data/ml/results/cbt-dist/1758/1758_-ehd_384_-sed_128.out,0.634,0.6725,0.2892,0.287,2
/watson/data/ml/results/cbt-dist/1854/1854_-ehd_384_-sed_128.out,0.6244,0.677,0.29,0.288,2
